fecha_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,es_trata,subtema,provincia,localidad,dependencia_alta,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_tipo,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente,provincia_indec_id
2022-08-14,7575354525,Urgencia,Ciudadano,Sí,Salud,0,Otro (salud),Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Hombre,0,6
2022-08-14,9484454525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2022-08-14,1584454525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer cis,0,2
2022-08-14,2584454525,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Buenos Aires,Chascomús,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer cis,0,6
2022-08-14,3584454525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Argentina,Santa Fe,Rosario,Consultante,,Mujer cis,51,82
2022-08-14,4584454525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Córdoba,Dean Funes,PNR - Línea 145,Línea 145,,Córdoba,Dean Funes,Consultante,,Varón cis,0,14
2022-08-14,5584454525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Uruguay,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante,,Mujer cis,0,2
2022-08-15,594454525,Urgencia,Ciudadano,No,Salud,0,Salud mental,Buenos Aires,Ezpeleta,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Varón cis,0,6
2022-08-15,1594454525,Urgencia,Ciudadano,No,Salud,0,Salud mental,Santa Fe,Capitán Bermúdez,PNR - Línea 145,Telefono_institucional,,Santa Fe,,Consultante,,Varón cis,40,82
2022-08-15,6594454525,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),0,Cuestiones salariales o de registración,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Varón cis,25,2
2022-08-15,2505454525,Urgencia,Ciudadano,Sí,Violencias,0,Familiar > asesoramiento para realizar denuncia,San Juan,San Juan,PNR - Línea 145,Línea 145,,San Juan,,Consultante,,Mujer cis,40,70
2022-08-16,3525454525,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer cis,60,
2022-08-16,8435454525,Urgencia,Ciudadano,Sí,Trata,1,Explotación laboral,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,,Tucumán,,Consultante,,Mujer,0,90
2022-08-16,3535454525,Urgencia,Ciudadano,Sí,Trata,1,Oferta laboral engañosa,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer cis,25,2
2022-08-17,1555454525,Urgencia,Ciudadano,Sí,Víctima de delito (solo cenavid),0,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,55,
2022-08-17,3555454525,Urgencia,Ciudadano,Sí,Justicia penal,0,"Situación de personas investigadas, imputadas o procesadas penalmente",,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,70,
2022-08-17,5555454525,Urgencia,Ciudadano,Sí,Violencias,0,Familiar > asesoramiento para realizar denuncia,Entre Ríos,San Salvador,PNR - Línea 145,Línea 145,,Entre Ríos,,Consultante,,Hombre,0,30
2022-08-17,8465454525,Urgencia,Ciudadano,Sí,Trata,1,Explotación laboral,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,20,
2022-08-17,565454525,Urgencia,Ciudadano,Sí,Víctima de delito (solo cenavid),0,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer,25,82
2022-08-17,3565454525,Urgencia,Ciudadano,Sí,Violencia de género,0,Física,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,45,
2022-08-17,6575454525,Urgencia,Ciudadano,No,Relaciones de familia (ex legal familia),0,División de bienes,San Luis,San Luis,PNR - Línea 145,Línea 145,,San Luis,,Consultante,Por recomendación,Mujer,60,74
2022-08-17,5584554525,Urgencia,Ciudadano,Sí,Otro,0,Narcotráfico,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,50,2
2022-08-18,2505554525,Urgencia,Ciudadano,Sí,Otro,0,No aplica,Neuquén,Neuquén,PNR - Línea 145,Línea 145,,Neuquén,,Consultante,,Mujer,0,58
2022-08-18,4505554525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Córdoba,Villa Carlos Paz,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante,,Varón cis,0,14
2022-08-18,7505554525,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,0,2
2022-08-18,9415554525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Santiago del Estero,Villa Río Hondo,PNR - Línea 145,Línea 145,Argentina,Santiago del Estero,termas de rio hondo,Consultante,,Varón cis,0,86
2022-08-18,515554525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Argentina,Santa Fe,,Consultante,,Mujer cis,0,82
2022-08-18,1515554525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer cis,0,2
2022-08-18,2515554525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante,,Mujer cis,0,2
2022-08-18,3515554525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer cis,0,2
2022-08-19,525554525,Urgencia,Institución - Delitos sexuales Policía Ciudad de Buenos Aires,No,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,0,
2022-08-19,5525554525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,Jujuy,,Consultante,,Hombre,0,
2022-08-19,8435554525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,
2022-08-19,3535554525,Urgencia,Ciudadano,Sí,Salud,0,Salud mental,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer cis,50,82
2022-08-20,6535554525,Urgencia,Ciudadano,Sí,Violencia de género,0,Física,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,33,
2022-08-20,2545554525,Urgencia,Institución - operadora linea 145,No,Trata,1,Persona desaparecida,,,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer cis,35,
2022-08-20,4555554525,Urgencia,Ciudadano,Sí,Violencia de género,0,Física,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2022-08-21,1565554525,Urgencia,Ciudadano,Sí,Otro,0,Orientacion,,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,0,
2022-08-22,8484654525,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,
2022-08-22,2584654525,Urgencia,Institución - ENACOM,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Hombre,0,2
2022-08-22,5584654525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Córdoba,Dean Funes,PNR - Línea 145,Línea 145,,Córdoba,Dean Funes,Consultante,,Varón cis,0,14
2022-08-22,6584654525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Sin Descripcion,Buenos Aires,,Consultante,,Mujer cis,0,2
2022-08-22,9494654525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Mendoza,Guaymallén,PNR - Línea 145,Línea 145,,Mendoza,,Consultante,,Mujer cis,0,50
2022-08-22,1594654525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Buenos Aires,Don Torcuato,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer cis,0,6
2022-08-22,4594654525,Urgencia,Ciudadano,Sí,Trata,1,Oferta laboral engañosa,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer cis,0,2
2022-08-22,5594654525,Urgencia,Ciudadano,No,Trata,1,Posible captación,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,2
2022-08-23,8405654525,Urgencia,Ciudadano,Sí,Víctima de delito (solo cenavid),0,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer cis,20,
2022-08-23,9405654525,Urgencia,Ciudadano,Sí,Víctima de delito (solo cenavid),0,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer cis,20,
2022-08-23,505654525,Urgencia,Ciudadano,Sí,Víctima de delito (solo cenavid),0,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",Chaco,Resistencia,PNR - Línea 145,Línea 145,,Chaco,,Consultante,,Mujer cis,0,22
2022-08-23,1505654525,Urgencia,Ciudadano,No,Salud,0,Salud mental,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,Dean Funes,Consultante,,Varón cis,0,14
2022-08-23,4505654525,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),0,Accidentes o enfermedades de trabajo,Corrientes,Gobernador Virasoro,PNR - Línea 145,Línea 145,,Corrientes,,Consultante,,Mujer,0,18
2022-08-24,2525654525,Urgencia,Ciudadano,Sí,Salud,0,Salud mental,Salta,Salta,PNR - Línea 145,Línea 145,,Salta,,Consultante,,Mujer,45,66
2022-08-24,8435654525,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,Uruguay,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante,,Mujer cis,55,
2022-08-24,3535654525,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,2
2022-08-24,8445654525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,,Santiago del Estero,,Consultante,,Hombre,0,86
2022-08-24,9445654525,Urgencia,Ciudadano,No,Salud,0,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer cis,50,2
2022-08-25,1565654525,Urgencia,Ciudadano,Sí,Relaciones de familia (ex legal familia),0,"Protección de niños, niñas y adolescentes en desamparo",Chaco,Pampa Suarez,PNR - Línea 145,Línea 145,,Chaco,,Consultante,,Hombre,0,22
2022-08-25,2565654525,Urgencia,Ciudadano,Sí,Violencias,0,Familiar > asesoramiento para realizar denuncia,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2022-08-26,7565654525,Urgencia,Institución - pnr,No,Trata,1,Persona desaparecida,Córdoba,Villa Cura Brochero,PNR,Indicación coordinación,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,40,14
2022-08-26,5575654525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Tucumán,,PNR - Línea 145,Línea 145,,Tucumán,,Consultante,,Mujer,0,90
2022-08-27,5505754525,Urgencia,Ciudadano,Sí,Trata,1,Persona desaparecida,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,,Mujer cis,50,14
2022-08-28,9415754525,Urgencia,Ciudadano,No,Salud,0,Salud mental,Córdoba,Dean Funes,PNR - Línea 145,Línea 145,Argentina,Córdoba,,Consultante,,Varón cis,33,14
2022-08-28,3515754525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Uruguay,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante,,Mujer cis,0,2
2022-08-28,7515754525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Buenos Aires,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,6
2022-08-28,1525754525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Hombre,0,2
2022-08-28,2525754525,,Ciudadano,No,Otro,0,Denuncia por abuso sexual,Santa Fe,Santa Fe,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer cis,40,82
2022-08-28,3525754525,Urgencia,Ciudadano,No,Otro,0,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Rosario,Consultante,,Mujer cis,0,2
2022-08-28,4525754525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,39,2
2022-08-29,7545754525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Buenos Aires,José C. Paz,PNR - Línea 145,Línea 145,Bolivia,Buenos Aires,,Consultante,,Mujer cis,31,6
2022-08-29,8455754525,Urgencia,Ciudadano,Sí,Trata,1,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Ciudad Autónoma de Buenos Aires,,Consultante,"No sabe, no recuerda",Varón cis,49,2
2022-08-30,565754525,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),0,"Maltrato, discriminación, falta de respeto, acoso, hostigamiento o mobbing",Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Varón cis,17,82
2022-08-30,8475754525,Urgencia,Ciudadano,Sí,Trata,1,Reducción a la servidumbre o situaciones análogas,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,2
2022-08-30,4575754525,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Hombre,0,6
2022-08-30,2584845525,Urgencia,Ciudadano,No,Salud,0,Salud mental,Mendoza,Las Heras,PNR - Línea 145,Línea 145,,Mendoza,,Consultante,,Hombre,46,50
2022-08-31,5584845525,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,,Hombre,0,
2022-08-31,6584845525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,6
2022-08-31,1594845525,Urgencia,Ciudadano,Sí,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,55,
2022-08-31,4594845525,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Chubut,,PNR - Línea 145,Línea 145,,Chubut,,Consultante,,Mujer,0,26
2022-08-31,5594845525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,27,2
2022-09-01,2515845525,Urgencia,Ciudadano,Sí,Trata,1,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,0,2
2022-09-01,6515845525,Urgencia,Ciudadano,Sí,Otro,0,Otro,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,2
2022-09-01,3525845525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,,,Consultante,,Varón cis,17,
2022-09-01,4525845525,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),0,"Maltrato, discriminación, falta de respeto, acoso, hostigamiento o mobbing",,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2022-09-01,5525845525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Varón cis,0,2
2022-09-01,8435845525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Chaco,,PNR - Línea 145,Línea 145,,Chaco,,Consultante,,Varón cis,0,22
2022-09-02,9435845525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Tucumán,,PNR - Línea 145,Línea 145,,Tucumán,,Consultante,,Varón cis,0,90
2022-09-02,6535845525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante,,Mujer cis,0,2
2022-09-02,5545845525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,,Hombre,0,14
2022-09-02,6545845525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,2
2022-09-03,6555845525,Urgencia,Ciudadano,Sí,Salud,0,"Consumo problemático, adicciones o alcoholismo",Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,"No sabe, no recuerda",Varón cis,38,2
2022-09-03,5565845525,Urgencia,Ciudadano,Sí,Trata,1,Posible captación,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Ciudad Autónoma de Buenos Aires,,Consultante,Por recomendación,Mujer cis,50,2
2022-09-03,2575845525,Urgencia,Ciudadano,Sí,Trata,1,Explotación sexual,Neuquén,Neuquén,PNR - Línea 145,Línea 145,,Neuquén,,Consultante,Por publicidad en Internet,Varón cis,50,58
2022-09-04,1505945525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,Carteles via publica,Mujer,40,2
2022-09-05,6505945525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Misiones,Santa Ana,PNR - Línea 145,Línea 145,,Misiones,,Consultante,,Mujer cis,0,54
2022-09-05,7505945525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer cis,0,2
2022-09-05,515945525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer cis,0,2
2022-09-05,2515945525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Buenos Aires,Malvinas Argentinas,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante,,Varón cis,0,6
2022-09-05,7515945525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Buenos Aires,Ciudadela,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Hombre,0,6
2022-09-05,8425945525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Catamarca,Tinogasta,PNR - Línea 145,Línea 145,,Catamarca,,Consultante,,Hombre,0,10
2022-09-06,4535945525,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),0,Otro (trabajo),,,PNR - Línea 145,Línea 145,,,,Consultante,,Varón cis,0,
2022-09-06,9445945525,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),0,Otro (trabajo),Santa Fe,General Gelly,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Varón cis,0,82
2022-09-06,545945525,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,,,PNR - Línea 145,Línea 145,,,,Consultante,,Varón cis,0,
2022-09-06,2545945525,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Telefono_institucional,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer cis,0,2
2022-09-06,6545945525,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),0,"Maltrato, discriminación, falta de respeto, acoso, hostigamiento o mobbing",Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Varón cis,0,82
2022-09-06,5555945525,Urgencia,Ciudadano,Sí,Trata,1,Posible captación,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2022-09-06,1565945525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Entre Ríos,,PNR - Línea 145,Línea 145,,Entre Ríos,,Consultante,,Mujer,77,30
2022-09-07,8475945525,Urgencia,Institución - Ente Nacional de Comunicaciones,No,Otro,0,Testeo,,,PNR - Línea 145,Línea 145,,,Santiago del Estero,Consultante,,Varón cis,50,
2022-09-07,1575945525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,44,
2022-09-07,3575945525,Urgencia,Ciudadano,No,Violencias,0,De género > denuncia ya realizada,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,45,
2022-09-07,9484055525,Urgencia,Ciudadano,Sí,Trata,1,Explotación laboral,La Rioja,Ulapes,PNR - Línea 145,Línea 145,,La Rioja,,Consultante,,Hombre,25,46
2022-09-08,505055525,Urgencia,Ciudadano,No,Salud,0,Salud mental,Neuquén,Neuquén,PNR - Línea 145,Línea 145,,Neuquén,,Consultante,,Mujer,70,58
2022-09-08,3505055525,Urgencia,"Institución - Ministerio de Trabajo, Empleo y Seguridad Social",No,Trata,1,Explotación laboral,Mendoza,Monte Casero,PNR - Línea 145,Línea 145,,Mendoza,,Consultante,,Varón cis,0,50
2022-09-08,6505055525,Urgencia,Ciudadano,Sí,Violencias,0,Familiar > asesoramiento para realizar denuncia,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2022-09-08,1515055525,Urgencia,Ciudadano,Sí,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2022-09-09,4515055525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Misiones,,PNR - Línea 145,Línea 145,,Misiones,,Consultante,,Hombre,0,54
2022-09-09,2525055525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,2
2022-09-09,535055525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Santa Cruz,,PNR - Línea 145,Línea 145,,Santa Cruz,,Consultante,,Mujer,0,78
2022-09-09,4535055525,Urgencia,Ciudadano,Sí,Trata,1,Otros delitos,Buenos Aires,José León Suárez,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,0,6
2022-09-09,8445055525,Urgencia,Ciudadano,Sí,Vivienda,0,Disputas vecinales o con la administración del consorcio,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,50,
2022-09-09,9445055525,Urgencia,Ciudadano,Sí,Vivienda,0,Disputas vecinales o con la administración del consorcio,,,PNR - Línea 145,Línea 145,,,,Consultante,,Intersex,60,
2022-09-09,545055525,Urgencia,Institución - Ministerio de Justicia de la Provincia de Bs. As,No,Trata,1,Posible captación,Buenos Aires,Gregorio de Laferrère,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,45,6
2022-09-10,5545055525,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),0,Otro (trabajo),Buenos Aires,Becar,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,"No sabe, no recuerda",Varón cis,35,6
2022-09-10,555055525,Urgencia,Ciudadano,Sí,Salud,0,"Consumo problemático, adicciones o alcoholismo",Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,"No sabe, no recuerda",Mujer cis,60,2
2022-09-10,5555055525,Urgencia,Ciudadano,Sí,Salud,0,Salud mental,Chaco,Resistencia,PNR - Línea 145,Línea 145,Argentina,Chaco,,Consultante,Por publicidad en TV,Mujer cis,61,22
2022-09-10,3565055525,Urgencia,Ciudadano,Sí,Justicia penal,0,Otro (justicia penal),Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,Derivado de otro organismo,Mujer cis,39,6
2022-09-10,8475055525,Urgencia,Ciudadano,No,Relaciones de familia (ex legal familia),0,Protección de adultxs mayores,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Uruguay,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante,"No sabe, no recuerda",Mujer cis,71,2
2022-09-10,9475055525,Urgencia,Ciudadano,Sí,Relaciones de familia (ex legal familia),0,"Protección de niños, niñas y adolescentes en desamparo",Formosa,Riacho Negro   Clorinda,PNR - Línea 145,Línea 145,,Formosa,,Consultante,Otro,Varón cis,50,34
2022-09-10,1575055525,Urgencia,Ciudadano,Sí,Otro,0,Llamadas solicitando datos bancarios/afip,Neuquén,CALETA OLIVIA,PNR - Línea 145,Línea 145,,Neuquén,,Consultante,Por recomendación,Varón cis,70,58
2022-09-11,3594155525,Urgencia,Ciudadano,Sí,Violencia de género,0,Física,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,45,2
2022-09-12,2505155525,Urgencia,Ciudadano,No,Trata,1,Otros delitos,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante,,Mujer cis,51,6
